2024-05-19 20:32:27,355 INFO    StreamThr :96583 [internal.py:wandb_internal():86] W&B internal server running at pid: 96583, started at: 2024-05-19 20:32:27.354099
2024-05-19 20:32:27,356 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: status
2024-05-19 20:32:27,359 INFO    WriterThread:96583 [datastore.py:open_for_write():87] open: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-32-26/wandb/run-20240519_203227-5h0bk6fa/run-5h0bk6fa.wandb
2024-05-19 20:32:27,359 DEBUG   SenderThread:96583 [sender.py:send():379] send: header
2024-05-19 20:32:27,384 DEBUG   SenderThread:96583 [sender.py:send():379] send: run
2024-05-19 20:32:27,816 INFO    SenderThread:96583 [dir_watcher.py:__init__():211] watching files in: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-32-26/wandb/run-20240519_203227-5h0bk6fa/files
2024-05-19 20:32:27,816 INFO    SenderThread:96583 [sender.py:_start_run_threads():1124] run started: 5h0bk6fa with start time 1716143547.354885
2024-05-19 20:32:27,828 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: check_version
2024-05-19 20:32:27,828 DEBUG   SenderThread:96583 [sender.py:send_request():406] send_request: check_version
2024-05-19 20:32:27,984 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: run_start
2024-05-19 20:32:27,994 DEBUG   HandlerThread:96583 [system_info.py:__init__():26] System info init
2024-05-19 20:32:27,994 DEBUG   HandlerThread:96583 [system_info.py:__init__():41] System info init done
2024-05-19 20:32:27,994 INFO    HandlerThread:96583 [system_monitor.py:start():194] Starting system monitor
2024-05-19 20:32:27,994 INFO    SystemMonitor:96583 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-19 20:32:27,994 INFO    HandlerThread:96583 [system_monitor.py:probe():214] Collecting system info
2024-05-19 20:32:27,996 INFO    SystemMonitor:96583 [interfaces.py:start():190] Started cpu monitoring
2024-05-19 20:32:27,996 DEBUG   HandlerThread:96583 [system_info.py:probe():150] Probing system
2024-05-19 20:32:27,998 INFO    SystemMonitor:96583 [interfaces.py:start():190] Started disk monitoring
2024-05-19 20:32:28,000 INFO    SystemMonitor:96583 [interfaces.py:start():190] Started gpuapple monitoring
2024-05-19 20:32:28,001 INFO    SystemMonitor:96583 [interfaces.py:start():190] Started memory monitoring
2024-05-19 20:32:28,002 INFO    SystemMonitor:96583 [interfaces.py:start():190] Started network monitoring
2024-05-19 20:32:28,008 DEBUG   HandlerThread:96583 [system_info.py:_probe_git():135] Probing git
2024-05-19 20:32:28,030 DEBUG   HandlerThread:96583 [system_info.py:_probe_git():143] Probing git done
2024-05-19 20:32:28,030 DEBUG   HandlerThread:96583 [system_info.py:probe():198] Probing system done
2024-05-19 20:32:28,031 DEBUG   HandlerThread:96583 [system_monitor.py:probe():223] {'os': 'macOS-14.2.1-arm64-arm-64bit', 'python': '3.12.1', 'heartbeatAt': '2024-05-19T18:32:27.998485', 'startedAt': '2024-05-19T18:32:27.346122', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/loris/X/MODAL/Challenge/challenge-modal/train.py', 'codePathLocal': None, 'codePath': 'train.py', 'git': {'remote': 'git@github.com:Loris-Manganelli/challenge-modal.git', 'commit': 'c60102a5f8a057d65bdd3a1c0c06ff93ff6e142c'}, 'email': 'lorismanganelli05@gmail.com', 'root': '/Users/loris/X/MODAL/Challenge/challenge-modal', 'host': 'MacBook-Air-de-Manganelli.local', 'username': 'loris', 'executable': '/Library/Frameworks/Python.framework/Versions/3.12/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3204, 'min': 600, 'max': 3204}, 'cpu_freq_per_core': [{'current': 3204, 'min': 600, 'max': 3204}], 'disk': {'/': {'total': 228.27386474609375, 'used': 13.371330261230469}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-05-19 20:32:28,031 INFO    HandlerThread:96583 [system_monitor.py:probe():224] Finished collecting system info
2024-05-19 20:32:28,031 INFO    HandlerThread:96583 [system_monitor.py:probe():227] Publishing system info
2024-05-19 20:32:28,031 INFO    HandlerThread:96583 [system_monitor.py:probe():229] Finished publishing system info
2024-05-19 20:32:28,033 DEBUG   SenderThread:96583 [sender.py:send():379] send: files
2024-05-19 20:32:28,033 INFO    SenderThread:96583 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-19 20:32:28,107 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: python_packages
2024-05-19 20:32:28,107 DEBUG   SenderThread:96583 [sender.py:send_request():406] send_request: python_packages
2024-05-19 20:32:28,108 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: stop_status
2024-05-19 20:32:28,108 DEBUG   SenderThread:96583 [sender.py:send_request():406] send_request: stop_status
2024-05-19 20:32:28,108 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-19 20:32:28,340 DEBUG   SenderThread:96583 [sender.py:send():379] send: telemetry
2024-05-19 20:32:28,712 INFO    wandb-upload_0:96583 [upload_job.py:push():131] Uploaded file /var/folders/km/80l51k151678k2t3kghmrtp40000gn/T/tmpr69a_gzwwandb/tjpbfl8e-wandb-metadata.json
2024-05-19 20:32:28,818 INFO    Thread-12 :96583 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-32-26/wandb/run-20240519_203227-5h0bk6fa/files/wandb-metadata.json
2024-05-19 20:32:28,818 INFO    Thread-12 :96583 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-32-26/wandb/run-20240519_203227-5h0bk6fa/files/requirements.txt
2024-05-19 20:32:28,818 INFO    Thread-12 :96583 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-32-26/wandb/run-20240519_203227-5h0bk6fa/files/output.log
2024-05-19 20:32:30,823 INFO    Thread-12 :96583 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-32-26/wandb/run-20240519_203227-5h0bk6fa/files/output.log
2024-05-19 20:32:30,939 DEBUG   SenderThread:96583 [sender.py:send():379] send: telemetry
2024-05-19 20:32:30,944 DEBUG   SenderThread:96583 [sender.py:send():379] send: exit
2024-05-19 20:32:30,945 INFO    SenderThread:96583 [sender.py:send_exit():586] handling exit code: 1
2024-05-19 20:32:30,945 INFO    SenderThread:96583 [sender.py:send_exit():588] handling runtime: 2
2024-05-19 20:32:30,945 INFO    SenderThread:96583 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-19 20:32:30,945 INFO    SenderThread:96583 [sender.py:send_exit():594] send defer
2024-05-19 20:32:30,945 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: defer
2024-05-19 20:32:30,945 INFO    HandlerThread:96583 [handler.py:handle_request_defer():172] handle defer: 0
2024-05-19 20:32:30,945 DEBUG   SenderThread:96583 [sender.py:send_request():406] send_request: defer
2024-05-19 20:32:30,945 INFO    SenderThread:96583 [sender.py:send_request_defer():610] handle sender defer: 0
2024-05-19 20:32:30,946 INFO    SenderThread:96583 [sender.py:transition_state():614] send defer: 1
2024-05-19 20:32:30,946 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: defer
2024-05-19 20:32:30,946 INFO    HandlerThread:96583 [handler.py:handle_request_defer():172] handle defer: 1
2024-05-19 20:32:30,946 DEBUG   SenderThread:96583 [sender.py:send_request():406] send_request: defer
2024-05-19 20:32:30,946 INFO    SenderThread:96583 [sender.py:send_request_defer():610] handle sender defer: 1
2024-05-19 20:32:30,946 INFO    SenderThread:96583 [sender.py:transition_state():614] send defer: 2
2024-05-19 20:32:30,946 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: defer
2024-05-19 20:32:30,946 INFO    HandlerThread:96583 [handler.py:handle_request_defer():172] handle defer: 2
2024-05-19 20:32:30,946 INFO    HandlerThread:96583 [system_monitor.py:finish():203] Stopping system monitor
2024-05-19 20:32:30,946 DEBUG   SystemMonitor:96583 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-19 20:32:30,946 DEBUG   SystemMonitor:96583 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-19 20:32:30,946 INFO    HandlerThread:96583 [interfaces.py:finish():202] Joined cpu monitor
2024-05-19 20:32:30,946 DEBUG   SystemMonitor:96583 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-19 20:32:30,946 INFO    HandlerThread:96583 [interfaces.py:finish():202] Joined disk monitor
2024-05-19 20:32:31,514 INFO    HandlerThread:96583 [interfaces.py:finish():202] Joined gpuapple monitor
2024-05-19 20:32:31,514 INFO    HandlerThread:96583 [interfaces.py:finish():202] Joined memory monitor
2024-05-19 20:32:31,514 INFO    HandlerThread:96583 [interfaces.py:finish():202] Joined network monitor
2024-05-19 20:32:31,514 DEBUG   SenderThread:96583 [sender.py:send_request():406] send_request: defer
2024-05-19 20:32:31,514 INFO    SenderThread:96583 [sender.py:send_request_defer():610] handle sender defer: 2
2024-05-19 20:32:31,514 INFO    SenderThread:96583 [sender.py:transition_state():614] send defer: 3
2024-05-19 20:32:31,514 DEBUG   SenderThread:96583 [sender.py:send():379] send: telemetry
2024-05-19 20:32:31,514 DEBUG   SenderThread:96583 [sender.py:send():379] send: stats
2024-05-19 20:32:31,514 DEBUG   HandlerThread:96583 [handler.py:handle_request():146] handle_request: defer
2024-05-19 20:32:31,514 INFO    HandlerThread:96583 [handler.py:handle_request_defer():172] handle defer: 3
2024-05-19 20:32:31,514 DEBUG   SenderThread:96583 [sender.py:send_request():406] send_request: defer
2024-05-19 20:32:31,514 INFO    SenderThread:96583 [sender.py:send_request_defer():610] handle sender defer: 3
2024-05-19 20:32:31,514 INFO    SenderThread:96583 [sender.py:transition_state():614] send defer: 4
