2024-05-19 20:43:59,297 INFO    StreamThr :96969 [internal.py:wandb_internal():86] W&B internal server running at pid: 96969, started at: 2024-05-19 20:43:59.296475
2024-05-19 20:43:59,298 DEBUG   HandlerThread:96969 [handler.py:handle_request():146] handle_request: status
2024-05-19 20:43:59,301 INFO    WriterThread:96969 [datastore.py:open_for_write():87] open: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-43-58/wandb/run-20240519_204359-vcqa1572/run-vcqa1572.wandb
2024-05-19 20:43:59,302 DEBUG   SenderThread:96969 [sender.py:send():379] send: header
2024-05-19 20:43:59,327 DEBUG   SenderThread:96969 [sender.py:send():379] send: run
2024-05-19 20:43:59,720 INFO    SenderThread:96969 [dir_watcher.py:__init__():211] watching files in: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-43-58/wandb/run-20240519_204359-vcqa1572/files
2024-05-19 20:43:59,720 INFO    SenderThread:96969 [sender.py:_start_run_threads():1124] run started: vcqa1572 with start time 1716144239.297859
2024-05-19 20:43:59,734 DEBUG   HandlerThread:96969 [handler.py:handle_request():146] handle_request: check_version
2024-05-19 20:43:59,734 DEBUG   SenderThread:96969 [sender.py:send_request():406] send_request: check_version
2024-05-19 20:43:59,934 DEBUG   HandlerThread:96969 [handler.py:handle_request():146] handle_request: run_start
2024-05-19 20:43:59,943 DEBUG   HandlerThread:96969 [system_info.py:__init__():26] System info init
2024-05-19 20:43:59,944 DEBUG   HandlerThread:96969 [system_info.py:__init__():41] System info init done
2024-05-19 20:43:59,944 INFO    HandlerThread:96969 [system_monitor.py:start():194] Starting system monitor
2024-05-19 20:43:59,944 INFO    SystemMonitor:96969 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-19 20:43:59,944 INFO    HandlerThread:96969 [system_monitor.py:probe():214] Collecting system info
2024-05-19 20:43:59,946 INFO    SystemMonitor:96969 [interfaces.py:start():190] Started cpu monitoring
2024-05-19 20:43:59,946 INFO    SystemMonitor:96969 [interfaces.py:start():190] Started disk monitoring
2024-05-19 20:43:59,948 DEBUG   HandlerThread:96969 [system_info.py:probe():150] Probing system
2024-05-19 20:43:59,949 INFO    SystemMonitor:96969 [interfaces.py:start():190] Started gpuapple monitoring
2024-05-19 20:43:59,951 INFO    SystemMonitor:96969 [interfaces.py:start():190] Started memory monitoring
2024-05-19 20:43:59,952 INFO    SystemMonitor:96969 [interfaces.py:start():190] Started network monitoring
2024-05-19 20:43:59,957 DEBUG   HandlerThread:96969 [system_info.py:_probe_git():135] Probing git
2024-05-19 20:43:59,984 DEBUG   HandlerThread:96969 [system_info.py:_probe_git():143] Probing git done
2024-05-19 20:43:59,984 DEBUG   HandlerThread:96969 [system_info.py:probe():198] Probing system done
2024-05-19 20:43:59,984 DEBUG   HandlerThread:96969 [system_monitor.py:probe():223] {'os': 'macOS-14.2.1-arm64-arm-64bit', 'python': '3.12.1', 'heartbeatAt': '2024-05-19T18:43:59.951043', 'startedAt': '2024-05-19T18:43:59.288914', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/loris/X/MODAL/Challenge/challenge-modal/train.py', 'codePathLocal': None, 'codePath': 'train.py', 'git': {'remote': 'git@github.com:Loris-Manganelli/challenge-modal.git', 'commit': 'c60102a5f8a057d65bdd3a1c0c06ff93ff6e142c'}, 'email': 'lorismanganelli05@gmail.com', 'root': '/Users/loris/X/MODAL/Challenge/challenge-modal', 'host': 'MacBook-Air-de-Manganelli.local', 'username': 'loris', 'executable': '/Library/Frameworks/Python.framework/Versions/3.12/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3204, 'min': 600, 'max': 3204}, 'cpu_freq_per_core': [{'current': 3204, 'min': 600, 'max': 3204}], 'disk': {'/': {'total': 228.27386474609375, 'used': 13.371330261230469}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-05-19 20:43:59,984 INFO    HandlerThread:96969 [system_monitor.py:probe():224] Finished collecting system info
2024-05-19 20:43:59,984 INFO    HandlerThread:96969 [system_monitor.py:probe():227] Publishing system info
2024-05-19 20:43:59,984 INFO    HandlerThread:96969 [system_monitor.py:probe():229] Finished publishing system info
2024-05-19 20:43:59,987 DEBUG   SenderThread:96969 [sender.py:send():379] send: files
2024-05-19 20:43:59,987 INFO    SenderThread:96969 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-19 20:44:00,052 DEBUG   HandlerThread:96969 [handler.py:handle_request():146] handle_request: python_packages
2024-05-19 20:44:00,053 DEBUG   SenderThread:96969 [sender.py:send_request():406] send_request: python_packages
2024-05-19 20:44:00,053 DEBUG   SenderThread:96969 [sender.py:send():379] send: telemetry
2024-05-19 20:44:00,053 DEBUG   HandlerThread:96969 [handler.py:handle_request():146] handle_request: stop_status
2024-05-19 20:44:00,053 DEBUG   SenderThread:96969 [sender.py:send_request():406] send_request: stop_status
2024-05-19 20:44:00,054 DEBUG   HandlerThread:96969 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-19 20:44:00,520 INFO    wandb-upload_0:96969 [upload_job.py:push():131] Uploaded file /var/folders/km/80l51k151678k2t3kghmrtp40000gn/T/tmpli059s4wwandb/4y776xi4-wandb-metadata.json
2024-05-19 20:44:00,731 INFO    Thread-12 :96969 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-43-58/wandb/run-20240519_204359-vcqa1572/files/wandb-metadata.json
2024-05-19 20:44:00,731 INFO    Thread-12 :96969 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-43-58/wandb/run-20240519_204359-vcqa1572/files/output.log
2024-05-19 20:44:00,731 INFO    Thread-12 :96969 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/loris/X/MODAL/Challenge/challenge-modal/outputs/train/2024-05-19_20-43-58/wandb/run-20240519_204359-vcqa1572/files/requirements.txt
2024-05-19 20:44:02,405 DEBUG   SenderThread:96969 [sender.py:send():379] send: telemetry
2024-05-19 20:44:02,421 DEBUG   SenderThread:96969 [sender.py:send():379] send: exit
2024-05-19 20:44:02,421 INFO    SenderThread:96969 [sender.py:send_exit():586] handling exit code: 1
2024-05-19 20:44:02,421 INFO    SenderThread:96969 [sender.py:send_exit():588] handling runtime: 2
2024-05-19 20:44:02,421 INFO    SenderThread:96969 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-19 20:44:02,422 INFO    SenderThread:96969 [sender.py:send_exit():594] send defer
2024-05-19 20:44:02,422 DEBUG   HandlerThread:96969 [handler.py:handle_request():146] handle_request: defer
2024-05-19 20:44:02,422 INFO    HandlerThread:96969 [handler.py:handle_request_defer():172] handle defer: 0
2024-05-19 20:44:02,422 DEBUG   SenderThread:96969 [sender.py:send_request():406] send_request: defer
2024-05-19 20:44:02,422 INFO    SenderThread:96969 [sender.py:send_request_defer():610] handle sender defer: 0
2024-05-19 20:44:02,422 INFO    SenderThread:96969 [sender.py:transition_state():614] send defer: 1
2024-05-19 20:44:02,422 DEBUG   HandlerThread:96969 [handler.py:handle_request():146] handle_request: defer
2024-05-19 20:44:02,422 INFO    HandlerThread:96969 [handler.py:handle_request_defer():172] handle defer: 1
